scenario,family,truth,judge,kind,rep_or_policy,model,verdict,score,correct,latency,error,note,rationale
variance_increase_003,variance_increase,FAIL,hybrid:or,hybrid,or,moondream-vlm,PASS,100.0,0,0.0,,ai=plot/Marginal;both,
variance_increase_003,variance_increase,FAIL,hybrid:and,hybrid,and,moondream-vlm,PASS,100.0,0,0.0,,ai=plot/Marginal;statistical,
variance_increase_003,variance_increase,FAIL,ai:plot,ai,plot,granite-vision-vlm,FAIL,50.0,1,6.47,,,"The canary shows a marginal improvement over the control, with a lower median and less spread in the data. However, there is still room for improvement as the p90 value is higher than the control."
variance_increase_003,variance_increase,FAIL,hybrid:gated,hybrid,gated,granite-vision-vlm,PASS,100.0,0,0.0,,ai=plot/Marginal;statistical,
variance_increase_003,variance_increase,FAIL,hybrid:or,hybrid,or,granite-vision-vlm,PASS,100.0,0,0.0,,ai=plot/Marginal;both,
variance_increase_003,variance_increase,FAIL,hybrid:and,hybrid,and,granite-vision-vlm,PASS,100.0,0,0.0,,ai=plot/Marginal;statistical,
variance_increase_003,variance_increase,FAIL,ai:plot,ai,plot,minicpm-v-vlm,FAIL,25.0,1,7.71,,,"The canary shows a significantly worse performance compared to the control, with much greater variability and longer response times. This indicates that the new version is not stable enough for produc"
variance_increase_003,variance_increase,FAIL,hybrid:gated,hybrid,gated,minicpm-v-vlm,FAIL,25.0,1,0.0,,ai=plot/Fail;ai,
variance_increase_003,variance_increase,FAIL,hybrid:or,hybrid,or,minicpm-v-vlm,FAIL,25.0,1,0.0,,ai=plot/Fail;ai,
variance_increase_003,variance_increase,FAIL,hybrid:and,hybrid,and,minicpm-v-vlm,PASS,100.0,0,0.0,,ai=plot/Fail;statistical,
variance_increase_004,variance_increase,FAIL,statistical,statistical,,-,PASS,100.0,0,0.03,,,
variance_increase_004,variance_increase,FAIL,ai:summary,ai,summary,qwen-llm,FAIL,25.0,1,5.22,,,Canary shows significantly worse tail latency and higher variance.
variance_increase_004,variance_increase,FAIL,ai:raw,ai,raw,qwen-llm,FAIL,35.0,1,2.89,,,"Canary shows high variance and worse tail latencies, indicating instability."
variance_increase_004,variance_increase,FAIL,hybrid:gated,hybrid,gated,qwen-llm,FAIL,25.0,1,0.0,,ai=summary/Fail;ai,
variance_increase_004,variance_increase,FAIL,hybrid:or,hybrid,or,qwen-llm,FAIL,25.0,1,0.0,,ai=summary/Fail;ai,
variance_increase_004,variance_increase,FAIL,hybrid:and,hybrid,and,qwen-llm,PASS,100.0,0,0.0,,ai=summary/Fail;statistical,
variance_increase_004,variance_increase,FAIL,ai:summary,ai,summary,phi4-llm,FAIL,30.0,1,9.62,,,"The canary shows increased standard deviation, higher percentiles, and a positive trend in request duration, indicating potential performance degradation compared to the control."
variance_increase_004,variance_increase,FAIL,ai:raw,ai,raw,phi4-llm,FAIL,65.0,1,5.93,,,"The canary shows increased variability and higher maximum request durations compared to the control, indicating potential instability despite a lower median. The presence of significantly high outlier"
variance_increase_004,variance_increase,FAIL,hybrid:gated,hybrid,gated,phi4-llm,FAIL,30.0,1,0.0,,ai=summary/Fail;ai,
variance_increase_004,variance_increase,FAIL,hybrid:or,hybrid,or,phi4-llm,FAIL,30.0,1,0.0,,ai=summary/Fail;ai,
variance_increase_004,variance_increase,FAIL,hybrid:and,hybrid,and,phi4-llm,PASS,100.0,0,0.0,,ai=summary/Fail;statistical,
variance_increase_004,variance_increase,FAIL,ai:summary,ai,summary,olmo2-llm,FAIL,10.0,1,5.03,,,"The canary shows higher variance and an upward trend in latency, indicating instability compared to the control. This is concerning despite the similar median values."
variance_increase_004,variance_increase,FAIL,ai:raw,ai,raw,olmo2-llm,FAIL,40.0,1,3.16,,,"Higher variance and p95 value indicate instability in the canary version, leading to a fail verdict."
variance_increase_004,variance_increase,FAIL,hybrid:gated,hybrid,gated,olmo2-llm,FAIL,10.0,1,0.0,,ai=summary/Fail;ai,
variance_increase_004,variance_increase,FAIL,hybrid:or,hybrid,or,olmo2-llm,FAIL,10.0,1,0.0,,ai=summary/Fail;ai,
variance_increase_004,variance_increase,FAIL,hybrid:and,hybrid,and,olmo2-llm,PASS,100.0,0,0.0,,ai=summary/Fail;statistical,
variance_increase_004,variance_increase,FAIL,ai:summary,ai,summary,mistral-nemo-llm,FAIL,45.0,1,11.16,,,Canary shows increased latency and instability compared to control.
variance_increase_004,variance_increase,FAIL,ai:raw,ai,raw,mistral-nemo-llm,FAIL,35.0,1,4.81,,,"Canary shows significantly higher request durations with a max of 0.29 vs control's 0.21, wider spread, and worse p95/p99."
variance_increase_004,variance_increase,FAIL,hybrid:gated,hybrid,gated,mistral-nemo-llm,FAIL,45.0,1,0.0,,ai=summary/Fail;ai,
variance_increase_004,variance_increase,FAIL,hybrid:or,hybrid,or,mistral-nemo-llm,FAIL,45.0,1,0.0,,ai=summary/Fail;ai,
variance_increase_004,variance_increase,FAIL,hybrid:and,hybrid,and,mistral-nemo-llm,PASS,100.0,0,0.0,,ai=summary/Fail;statistical,
variance_increase_004,variance_increase,FAIL,ai:summary,ai,summary,deepseek-r1-llm,FAIL,0.0,1,14.02,,,"The canary shows material instability with higher variance and worse tail metrics, despite similar median. The positive slope indicates an emerging trend."
variance_increase_004,variance_increase,FAIL,ai:raw,ai,raw,deepseek-r1-llm,FAIL,50.0,1,10.81,,,"The experiment shows much higher variance, with extreme values indicating potential instability."
variance_increase_004,variance_increase,FAIL,hybrid:gated,hybrid,gated,deepseek-r1-llm,FAIL,0.0,1,0.0,,ai=summary/Fail;ai,
variance_increase_004,variance_increase,FAIL,hybrid:or,hybrid,or,deepseek-r1-llm,FAIL,0.0,1,0.0,,ai=summary/Fail;ai,
variance_increase_004,variance_increase,FAIL,hybrid:and,hybrid,and,deepseek-r1-llm,PASS,100.0,0,0.0,,ai=summary/Fail;statistical,
variance_increase_004,variance_increase,FAIL,ai:plot,ai,plot,moondream-vlm,FAIL,70.0,1,2.5,,,<= 60 words
variance_increase_004,variance_increase,FAIL,hybrid:gated,hybrid,gated,moondream-vlm,PASS,100.0,0,0.0,,ai=plot/Marginal;statistical,
variance_increase_004,variance_increase,FAIL,hybrid:or,hybrid,or,moondream-vlm,PASS,100.0,0,0.0,,ai=plot/Marginal;both,
variance_increase_004,variance_increase,FAIL,hybrid:and,hybrid,and,moondream-vlm,PASS,100.0,0,0.0,,ai=plot/Marginal;statistical,
variance_increase_004,variance_increase,FAIL,ai:plot,ai,plot,granite-vision-vlm,FAIL,50.0,1,6.71,,,"The canary shows a marginal improvement over the control, with a low median and high p90/p95/p99/max values. However, there is an emerging upward trend in the slope_per_sample metric, which could indi"
variance_increase_004,variance_increase,FAIL,hybrid:gated,hybrid,gated,granite-vision-vlm,PASS,100.0,0,0.0,,ai=plot/Marginal;statistical,
variance_increase_004,variance_increase,FAIL,hybrid:or,hybrid,or,granite-vision-vlm,PASS,100.0,0,0.0,,ai=plot/Marginal;both,
variance_increase_004,variance_increase,FAIL,hybrid:and,hybrid,and,granite-vision-vlm,PASS,100.0,0,0.0,,ai=plot/Marginal;statistical,
variance_increase_004,variance_increase,FAIL,ai:plot,ai,plot,minicpm-v-vlm,FAIL,25.0,1,8.61,,,"Overall, the canary shows a significantly higher spread/variance compared to the baseline, indicating instability/flapping. Additionally, it has lower p95 and max values which suggests potential perfo"
variance_increase_004,variance_increase,FAIL,hybrid:gated,hybrid,gated,minicpm-v-vlm,FAIL,25.0,1,0.0,,ai=plot/Fail;ai,
variance_increase_004,variance_increase,FAIL,hybrid:or,hybrid,or,minicpm-v-vlm,FAIL,25.0,1,0.0,,ai=plot/Fail;ai,
variance_increase_004,variance_increase,FAIL,hybrid:and,hybrid,and,minicpm-v-vlm,PASS,100.0,0,0.0,,ai=plot/Fail;statistical,
tail_regression_000,tail_regression,FAIL,statistical,statistical,,-,PASS,100.0,0,0.03,,,
tail_regression_000,tail_regression,FAIL,ai:summary,ai,summary,qwen-llm,FAIL,25.0,1,5.2,,,Canary shows extreme tail latency increase and high variance.
tail_regression_000,tail_regression,FAIL,ai:raw,ai,raw,qwen-llm,FAIL,35.0,1,2.89,,,"Canary shows high variance and flapping, with extreme outliers."
tail_regression_000,tail_regression,FAIL,hybrid:gated,hybrid,gated,qwen-llm,FAIL,25.0,1,0.0,,ai=summary/Fail;ai,
tail_regression_000,tail_regression,FAIL,hybrid:or,hybrid,or,qwen-llm,FAIL,25.0,1,0.0,,ai=summary/Fail;ai,
tail_regression_000,tail_regression,FAIL,hybrid:and,hybrid,and,qwen-llm,PASS,100.0,0,0.0,,ai=summary/Fail;statistical,
tail_regression_000,tail_regression,FAIL,ai:summary,ai,summary,phi4-llm,FAIL,20.0,1,9.68,,,"The canary shows significantly worse latency metrics (mean, p95, p99, max) compared to control. Increased standard deviation suggests greater variability and potential instability in request durations"
tail_regression_000,tail_regression,FAIL,ai:raw,ai,raw,phi4-llm,FAIL,65.0,1,5.9,,,"The canary shows higher variance and significant outliers in request duration, indicating instability and worse tail performance compared to the control."
tail_regression_000,tail_regression,FAIL,hybrid:gated,hybrid,gated,phi4-llm,FAIL,20.0,1,0.0,,ai=summary/Fail;ai,
tail_regression_000,tail_regression,FAIL,hybrid:or,hybrid,or,phi4-llm,FAIL,20.0,1,0.0,,ai=summary/Fail;ai,
tail_regression_000,tail_regression,FAIL,hybrid:and,hybrid,and,phi4-llm,PASS,100.0,0,0.0,,ai=summary/Fail;statistical,
tail_regression_000,tail_regression,FAIL,ai:summary,ai,summary,olmo2-llm,FAIL,20.0,1,5.85,,,"The canary shows increased variability, a worse performance tail, and an upward trend compared to the control on a critical latency metric, indicating instability and potential issues."
tail_regression_000,tail_regression,FAIL,ai:raw,ai,raw,olmo2-llm,FAIL,45.0,1,3.32,,,"Higher variance and p95 value in the canary suggest instability compared to the stable control, leading to a fail verdict."
tail_regression_000,tail_regression,FAIL,hybrid:gated,hybrid,gated,olmo2-llm,FAIL,20.0,1,0.0,,ai=summary/Fail;ai,
tail_regression_000,tail_regression,FAIL,hybrid:or,hybrid,or,olmo2-llm,FAIL,20.0,1,0.0,,ai=summary/Fail;ai,
tail_regression_000,tail_regression,FAIL,hybrid:and,hybrid,and,olmo2-llm,PASS,100.0,0,0.0,,ai=summary/Fail;statistical,
tail_regression_000,tail_regression,FAIL,ai:summary,ai,summary,mistral-nemo-llm,FAIL,35.0,1,11.03,,,"Canary shows significantly worse tail latency and increased variance, with an upward trend."
tail_regression_000,tail_regression,FAIL,ai:raw,ai,raw,mistral-nemo-llm,FAIL,35.0,1,4.89,,,"Canary has outliers (0.6859, 0.7328) and higher max value (0.7328 vs 0.2147), indicating instability."
tail_regression_000,tail_regression,FAIL,hybrid:gated,hybrid,gated,mistral-nemo-llm,FAIL,35.0,1,0.0,,ai=summary/Fail;ai,
tail_regression_000,tail_regression,FAIL,hybrid:or,hybrid,or,mistral-nemo-llm,FAIL,35.0,1,0.0,,ai=summary/Fail;ai,
tail_regression_000,tail_regression,FAIL,hybrid:and,hybrid,and,mistral-nemo-llm,PASS,100.0,0,0.0,,ai=summary/Fail;statistical,
tail_regression_000,tail_regression,FAIL,ai:summary,ai,summary,deepseek-r1-llm,FAIL,20.0,1,16.69,,,"The canary shows increased instability with higher variance, worse tail metrics, and an upward trend."
tail_regression_000,tail_regression,FAIL,ai:raw,ai,raw,deepseek-r1-llm,FAIL,23.0,1,11.06,,,"The canary shows significant variability with high outliers, indicating instability."
tail_regression_000,tail_regression,FAIL,hybrid:gated,hybrid,gated,deepseek-r1-llm,FAIL,20.0,1,0.0,,ai=summary/Fail;ai,
tail_regression_000,tail_regression,FAIL,hybrid:or,hybrid,or,deepseek-r1-llm,FAIL,20.0,1,0.0,,ai=summary/Fail;ai,
tail_regression_000,tail_regression,FAIL,hybrid:and,hybrid,and,deepseek-r1-llm,PASS,100.0,0,0.0,,ai=summary/Fail;statistical,
tail_regression_000,tail_regression,FAIL,ai:plot,ai,plot,moondream-vlm,PASS,100.0,0,2.45,,,<= 60 words
tail_regression_000,tail_regression,FAIL,hybrid:gated,hybrid,gated,moondream-vlm,PASS,100.0,0,0.0,,ai=plot/Pass;statistical,
tail_regression_000,tail_regression,FAIL,hybrid:or,hybrid,or,moondream-vlm,PASS,100.0,0,0.0,,ai=plot/Pass;both,
tail_regression_000,tail_regression,FAIL,hybrid:and,hybrid,and,moondream-vlm,PASS,100.0,0,0.0,,ai=plot/Pass;statistical,
tail_regression_000,tail_regression,FAIL,ai:plot,ai,plot,granite-vision-vlm,FAIL,25.0,1,6.44,,,"The canary shows a lower median and less spread in the duration compared to the control. However, it has a higher p90 value, which could indicate potential issues with stability or resource allocation"
tail_regression_000,tail_regression,FAIL,hybrid:gated,hybrid,gated,granite-vision-vlm,FAIL,25.0,1,0.0,,ai=plot/Fail;ai,
tail_regression_000,tail_regression,FAIL,hybrid:or,hybrid,or,granite-vision-vlm,FAIL,25.0,1,0.0,,ai=plot/Fail;ai,
tail_regression_000,tail_regression,FAIL,hybrid:and,hybrid,and,granite-vision-vlm,PASS,100.0,0,0.0,,ai=plot/Fail;statistical,
tail_regression_000,tail_regression,FAIL,ai:plot,ai,plot,minicpm-v-vlm,FAIL,25.0,1,7.28,,,"The canary shows a significantly worse performance compared to the control, with much greater variability in request durations. This indicates instability and potential issues that could affect user e"
tail_regression_000,tail_regression,FAIL,hybrid:gated,hybrid,gated,minicpm-v-vlm,FAIL,25.0,1,0.0,,ai=plot/Fail;ai,
tail_regression_000,tail_regression,FAIL,hybrid:or,hybrid,or,minicpm-v-vlm,FAIL,25.0,1,0.0,,ai=plot/Fail;ai,
tail_regression_000,tail_regression,FAIL,hybrid:and,hybrid,and,minicpm-v-vlm,PASS,100.0,0,0.0,,ai=plot/Fail;statistical,
tail_regression_001,tail_regression,FAIL,statistical,statistical,,-,PASS,100.0,0,0.03,,,
tail_regression_001,tail_regression,FAIL,ai:summary,ai,summary,qwen-llm,FAIL,25.0,1,5.22,,,Canary shows extreme tail latency degradation and outliers.
tail_regression_001,tail_regression,FAIL,ai:raw,ai,raw,qwen-llm,FAIL,35.0,1,2.87,,,"Canary shows extreme outliers and high max values, indicating instability."
tail_regression_001,tail_regression,FAIL,hybrid:gated,hybrid,gated,qwen-llm,FAIL,25.0,1,0.0,,ai=summary/Fail;ai,
tail_regression_001,tail_regression,FAIL,hybrid:or,hybrid,or,qwen-llm,FAIL,25.0,1,0.0,,ai=summary/Fail;ai,
tail_regression_001,tail_regression,FAIL,hybrid:and,hybrid,and,qwen-llm,PASS,100.0,0,0.0,,ai=summary/Fail;statistical,
tail_regression_001,tail_regression,FAIL,ai:summary,ai,summary,phi4-llm,FAIL,20.0,1,10.01,,,"The canary shows significantly higher mean request duration, increased variance (stddev), and worse tail metrics (p95, p99, max) compared to the control. This indicates instability and degraded perfor"
tail_regression_001,tail_regression,FAIL,ai:raw,ai,raw,phi4-llm,FAIL,20.0,1,5.75,,,"The canary shows significant latency spikes (0.662, 0.7886) compared to control, indicating instability and a worse tail distribution. Increased variance suggests potential performance degradation."
tail_regression_001,tail_regression,FAIL,hybrid:gated,hybrid,gated,phi4-llm,FAIL,20.0,1,0.0,,ai=summary/Fail;ai,
tail_regression_001,tail_regression,FAIL,hybrid:or,hybrid,or,phi4-llm,FAIL,20.0,1,0.0,,ai=summary/Fail;ai,
tail_regression_001,tail_regression,FAIL,hybrid:and,hybrid,and,phi4-llm,PASS,100.0,0,0.0,,ai=summary/Fail;statistical,
tail_regression_001,tail_regression,FAIL,ai:summary,ai,summary,olmo2-llm,FAIL,20.0,1,5.87,,,"The canary shows increased variability, a worse performance tail, and an upward trend compared to the control on a critical latency metric, indicating instability and potential issues that could affec"
tail_regression_001,tail_regression,FAIL,ai:raw,ai,raw,olmo2-llm,FAIL,45.0,1,3.16,,,"Higher variance and p95 value in the canary suggest instability compared to the stable control, leading to a fail verdict."
tail_regression_001,tail_regression,FAIL,hybrid:gated,hybrid,gated,olmo2-llm,FAIL,20.0,1,0.0,,ai=summary/Fail;ai,
tail_regression_001,tail_regression,FAIL,hybrid:or,hybrid,or,olmo2-llm,FAIL,20.0,1,0.0,,ai=summary/Fail;ai,
tail_regression_001,tail_regression,FAIL,hybrid:and,hybrid,and,olmo2-llm,PASS,100.0,0,0.0,,ai=summary/Fail;statistical,
tail_regression_001,tail_regression,FAIL,ai:summary,ai,summary,mistral-nemo-llm,FAIL,45.0,1,11.01,,,Canary shows increased latency and instability.
tail_regression_001,tail_regression,FAIL,ai:raw,ai,raw,mistral-nemo-llm,FAIL,45.0,1,4.55,,,"Canary has an outlier that significantly increases the maximum request duration, indicating potential instability."
tail_regression_001,tail_regression,FAIL,hybrid:gated,hybrid,gated,mistral-nemo-llm,FAIL,45.0,1,0.0,,ai=summary/Fail;ai,
tail_regression_001,tail_regression,FAIL,hybrid:or,hybrid,or,mistral-nemo-llm,FAIL,45.0,1,0.0,,ai=summary/Fail;ai,
tail_regression_001,tail_regression,FAIL,hybrid:and,hybrid,and,mistral-nemo-llm,PASS,100.0,0,0.0,,ai=summary/Fail;statistical,
tail_regression_001,tail_regression,FAIL,ai:summary,ai,summary,deepseek-r1-llm,FAIL,25.0,1,13.23,,,"The canary shows much higher variability and extreme values compared to control, indicating instability."
tail_regression_001,tail_regression,FAIL,ai:raw,ai,raw,deepseek-r1-llm,FAIL,25.0,1,9.78,,,"The canary shows significant instability due to extreme values, indicating a high risk of unreliability."
tail_regression_001,tail_regression,FAIL,hybrid:gated,hybrid,gated,deepseek-r1-llm,FAIL,25.0,1,0.0,,ai=summary/Fail;ai,
tail_regression_001,tail_regression,FAIL,hybrid:or,hybrid,or,deepseek-r1-llm,FAIL,25.0,1,0.0,,ai=summary/Fail;ai,
tail_regression_001,tail_regression,FAIL,hybrid:and,hybrid,and,deepseek-r1-llm,PASS,100.0,0,0.0,,ai=summary/Fail;statistical,
tail_regression_001,tail_regression,FAIL,ai:plot,ai,plot,moondream-vlm,FAIL,0.45,1,2.47,,,<= 60 words
tail_regression_001,tail_regression,FAIL,hybrid:gated,hybrid,gated,moondream-vlm,FAIL,0.45,1,0.0,,ai=plot/Fail;ai,
tail_regression_001,tail_regression,FAIL,hybrid:or,hybrid,or,moondream-vlm,FAIL,0.45,1,0.0,,ai=plot/Fail;ai,
tail_regression_001,tail_regression,FAIL,hybrid:and,hybrid,and,moondream-vlm,PASS,100.0,0,0.0,,ai=plot/Fail;statistical,
tail_regression_001,tail_regression,FAIL,ai:plot,ai,plot,granite-vision-vlm,FAIL,25.0,1,6.42,,,"The canary shows a lower median and less spread in the duration compared to the control. However, it has a higher p95 value, which could indicate potential issues with stability or resource usage. The"
tail_regression_001,tail_regression,FAIL,hybrid:gated,hybrid,gated,granite-vision-vlm,FAIL,25.0,1,0.0,,ai=plot/Fail;ai,
tail_regression_001,tail_regression,FAIL,hybrid:or,hybrid,or,granite-vision-vlm,FAIL,25.0,1,0.0,,ai=plot/Fail;ai,
tail_regression_001,tail_regression,FAIL,hybrid:and,hybrid,and,granite-vision-vlm,PASS,100.0,0,0.0,,ai=plot/Fail;statistical,
tail_regression_001,tail_regression,FAIL,ai:plot,ai,plot,minicpm-v-vlm,FAIL,25.0,1,7.5,,,"The overall score is low due to an increase in average response time for HTTP requests. The median remains similar but the spread and maximum value have increased substantially, suggesting instability"
tail_regression_001,tail_regression,FAIL,hybrid:gated,hybrid,gated,minicpm-v-vlm,FAIL,25.0,1,0.0,,ai=plot/Fail;ai,
tail_regression_001,tail_regression,FAIL,hybrid:or,hybrid,or,minicpm-v-vlm,FAIL,25.0,1,0.0,,ai=plot/Fail;ai,
tail_regression_001,tail_regression,FAIL,hybrid:and,hybrid,and,minicpm-v-vlm,PASS,100.0,0,0.0,,ai=plot/Fail;statistical,
tail_regression_002,tail_regression,FAIL,statistical,statistical,,-,PASS,100.0,0,0.03,,,
tail_regression_002,tail_regression,FAIL,ai:summary,ai,summary,qwen-llm,FAIL,25.0,1,5.19,,,Canary shows extreme tail latency increase and high variance.
tail_regression_002,tail_regression,FAIL,ai:raw,ai,raw,qwen-llm,FAIL,35.0,1,2.86,,,"Canary shows extreme variance and high max latency, indicating instability."
tail_regression_002,tail_regression,FAIL,hybrid:gated,hybrid,gated,qwen-llm,FAIL,25.0,1,0.0,,ai=summary/Fail;ai,
tail_regression_002,tail_regression,FAIL,hybrid:or,hybrid,or,qwen-llm,FAIL,25.0,1,0.0,,ai=summary/Fail;ai,
tail_regression_002,tail_regression,FAIL,hybrid:and,hybrid,and,qwen-llm,PASS,100.0,0,0.0,,ai=summary/Fail;statistical,
tail_regression_002,tail_regression,FAIL,ai:summary,ai,summary,phi4-llm,FAIL,20.0,1,9.98,,,"The canary shows a significantly increased mean request duration and standard deviation, indicating instability. The worst-case scenarios (p95, p99) are much worse than the control, suggesting degrade"
tail_regression_002,tail_regression,FAIL,ai:raw,ai,raw,phi4-llm,FAIL,20.0,1,6.03,,,"The canary shows significant latency spikes (e.g., values around 0.66s) compared to the control, indicating instability and a worse tail distribution. This suggests potential performance degradation u"
tail_regression_002,tail_regression,FAIL,hybrid:gated,hybrid,gated,phi4-llm,FAIL,20.0,1,0.0,,ai=summary/Fail;ai,
tail_regression_002,tail_regression,FAIL,hybrid:or,hybrid,or,phi4-llm,FAIL,20.0,1,0.0,,ai=summary/Fail;ai,
tail_regression_002,tail_regression,FAIL,hybrid:and,hybrid,and,phi4-llm,PASS,100.0,0,0.0,,ai=summary/Fail;statistical,
tail_regression_002,tail_regression,FAIL,ai:summary,ai,summary,olmo2-llm,FAIL,20.0,1,5.72,,,"The canary shows higher variance, a worse p99 value, and an upward trend compared to the control, indicating instability and potential issues."
tail_regression_002,tail_regression,FAIL,ai:raw,ai,raw,olmo2-llm,FAIL,45.0,1,3.15,,,Higher variance and p95 value in canary suggest instability compared to stable control metrics.
tail_regression_002,tail_regression,FAIL,hybrid:gated,hybrid,gated,olmo2-llm,FAIL,20.0,1,0.0,,ai=summary/Fail;ai,
tail_regression_002,tail_regression,FAIL,hybrid:or,hybrid,or,olmo2-llm,FAIL,20.0,1,0.0,,ai=summary/Fail;ai,
tail_regression_002,tail_regression,FAIL,hybrid:and,hybrid,and,olmo2-llm,PASS,100.0,0,0.0,,ai=summary/Fail;statistical,
tail_regression_002,tail_regression,FAIL,ai:summary,ai,summary,mistral-nemo-llm,FAIL,45.0,1,11.45,,,Canary shows increased latency and instability compared to control.
tail_regression_002,tail_regression,FAIL,ai:raw,ai,raw,mistral-nemo-llm,FAIL,45.0,1,4.82,,,"Canary has outliers (66.86, 74.62) and higher max value (74.62 vs 21.79), indicating instability."
tail_regression_002,tail_regression,FAIL,hybrid:gated,hybrid,gated,mistral-nemo-llm,FAIL,45.0,1,0.0,,ai=summary/Fail;ai,
tail_regression_002,tail_regression,FAIL,hybrid:or,hybrid,or,mistral-nemo-llm,FAIL,45.0,1,0.0,,ai=summary/Fail;ai,
tail_regression_002,tail_regression,FAIL,hybrid:and,hybrid,and,mistral-nemo-llm,PASS,100.0,0,0.0,,ai=summary/Fail;statistical,
tail_regression_002,tail_regression,FAIL,ai:summary,ai,summary,deepseek-r1-llm,FAIL,20.0,1,16.72,,,"The canary shows a significant increase in response time variability, particularly at higher percentiles, indicating instability and potential performance regressions."
tail_regression_002,tail_regression,FAIL,ai:raw,ai,raw,deepseek-r1-llm,FAIL,25.0,1,8.96,,,High variance with extreme values indicates instability.
tail_regression_002,tail_regression,FAIL,hybrid:gated,hybrid,gated,deepseek-r1-llm,FAIL,20.0,1,0.0,,ai=summary/Fail;ai,
tail_regression_002,tail_regression,FAIL,hybrid:or,hybrid,or,deepseek-r1-llm,FAIL,20.0,1,0.0,,ai=summary/Fail;ai,
tail_regression_002,tail_regression,FAIL,hybrid:and,hybrid,and,deepseek-r1-llm,PASS,100.0,0,0.0,,ai=summary/Fail;statistical,
tail_regression_002,tail_regression,FAIL,ai:plot,ai,plot,moondream-vlm,FAIL,0.0,1,2.52,,,<= 60 words
tail_regression_002,tail_regression,FAIL,hybrid:gated,hybrid,gated,moondream-vlm,FAIL,0.0,1,0.0,,ai=plot/Fail;ai,
tail_regression_002,tail_regression,FAIL,hybrid:or,hybrid,or,moondream-vlm,FAIL,0.0,1,0.0,,ai=plot/Fail;ai,
tail_regression_002,tail_regression,FAIL,hybrid:and,hybrid,and,moondream-vlm,PASS,100.0,0,0.0,,ai=plot/Fail;statistical,
tail_regression_002,tail_regression,FAIL,ai:plot,ai,plot,granite-vision-vlm,FAIL,25.0,1,6.17,,,"The canary shows a marginal improvement over the control with a lower median and less spread in the data. However, it does not show significant stability or healthier metrics compared to the control."
tail_regression_002,tail_regression,FAIL,hybrid:gated,hybrid,gated,granite-vision-vlm,FAIL,25.0,1,0.0,,ai=plot/Fail;ai,
tail_regression_002,tail_regression,FAIL,hybrid:or,hybrid,or,granite-vision-vlm,FAIL,25.0,1,0.0,,ai=plot/Fail;ai,
tail_regression_002,tail_regression,FAIL,hybrid:and,hybrid,and,granite-vision-vlm,PASS,100.0,0,0.0,,ai=plot/Fail;statistical,
tail_regression_002,tail_regression,FAIL,ai:plot,ai,plot,minicpm-v-vlm,FAIL,25.0,1,7.58,,,The overall score is low due to an increase in average request durations for the experiment. This suggests that users may experience longer response times when using this new version of the applicatio
tail_regression_002,tail_regression,FAIL,hybrid:gated,hybrid,gated,minicpm-v-vlm,FAIL,25.0,1,0.0,,ai=plot/Fail;ai,
tail_regression_002,tail_regression,FAIL,hybrid:or,hybrid,or,minicpm-v-vlm,FAIL,25.0,1,0.0,,ai=plot/Fail;ai,
tail_regression_002,tail_regression,FAIL,hybrid:and,hybrid,and,minicpm-v-vlm,PASS,100.0,0,0.0,,ai=plot/Fail;statistical,
tail_regression_003,tail_regression,FAIL,statistical,statistical,,-,PASS,100.0,0,0.03,,,
tail_regression_003,tail_regression,FAIL,ai:summary,ai,summary,qwen-llm,FAIL,25.0,1,5.26,,,Canary shows severe degradation in tail latency and variance.
tail_regression_003,tail_regression,FAIL,ai:raw,ai,raw,qwen-llm,FAIL,45.0,1,2.86,,,"Canary shows extreme outliers and high max values, indicating instability."
tail_regression_003,tail_regression,FAIL,hybrid:gated,hybrid,gated,qwen-llm,FAIL,25.0,1,0.0,,ai=summary/Fail;ai,
tail_regression_003,tail_regression,FAIL,hybrid:or,hybrid,or,qwen-llm,FAIL,25.0,1,0.0,,ai=summary/Fail;ai,
tail_regression_003,tail_regression,FAIL,hybrid:and,hybrid,and,qwen-llm,PASS,100.0,0,0.0,,ai=summary/Fail;statistical,
tail_regression_003,tail_regression,FAIL,ai:summary,ai,summary,phi4-llm,FAIL,20.0,1,10.11,,,"The canary shows a substantial increase in latency metrics (mean, p90, p95, p99, max) compared to the control. The standard deviation is also much higher, indicating greater variability and potential "
tail_regression_003,tail_regression,FAIL,ai:raw,ai,raw,phi4-llm,FAIL,20.0,1,5.87,,,"The canary shows significant latency spikes (0.6075, 0.6816, 0.7322) compared to control, indicating instability and a worse tail distribution."
tail_regression_003,tail_regression,FAIL,hybrid:gated,hybrid,gated,phi4-llm,FAIL,20.0,1,0.0,,ai=summary/Fail;ai,
tail_regression_003,tail_regression,FAIL,hybrid:or,hybrid,or,phi4-llm,FAIL,20.0,1,0.0,,ai=summary/Fail;ai,
tail_regression_003,tail_regression,FAIL,hybrid:and,hybrid,and,phi4-llm,PASS,100.0,0,0.0,,ai=summary/Fail;statistical,
tail_regression_003,tail_regression,FAIL,ai:summary,ai,summary,olmo2-llm,FAIL,20.0,1,5.13,,,"The canary shows higher instability with a worse tail and an upward trend, indicating potential issues not visible in the median alone."
tail_regression_003,tail_regression,FAIL,ai:raw,ai,raw,olmo2-llm,FAIL,45.0,1,3.04,,,Higher variance and p95 value in canary suggest instability compared to stable control metrics.
